ProbeName	6302A	6302B	6302C	6302D
c3035154-3034885	2.97E+04	2.96E+04	3.88E+04	3.79E+04
c3037399-3035444	2.36E+03	2.78E+03	2.53E+03	2.56E+03
c3037399-3035444	2.15E+03	2.56E+03	2.49E+03	2.61E+03
c3037399-3035444	2.28E+03	2.84E+03	2.78E+03	2.77E+03
c3037399-3035444	2.38E+03	2.90E+03	2.54E+03	2.80E+03
c3039075-3037582	7.40E+02	6.68E+02	7.23E+02	5.32E+02
c3039075-3037582	8.49E+02	6.11E+02	5.55E+02	6.88E+02
c3039075-3037582	7.17E+02	7.22E+02	6.12E+02	5.43E+02
c3039075-3037582	6.49E+02	5.83E+02	7.69E+02	6.69E+02
c3040406-3039375	1.81E+04	1.90E+04	2.69E+04	2.24E+04
c3040406-3039375	2.20E+04	1.91E+04	2.45E+04	2.34E+04
c3040406-3039375	2.38E+04	2.14E+04	2.20E+04	2.19E+04
c3040406-3039375	2.08E+04	1.71E+04	2.34E+04	2.27E+04
c3041039-3040425	2.84E+04	2.72E+04	3.36E+04	2.94E+04
c3041039-3040425	3.15E+04	2.79E+04	3.53E+04	2.84E+04
c3041039-3040425	2.80E+04	2.62E+04	3.52E+04	2.91E+04
c3041039-3040425	2.69E+04	2.57E+04	3.39E+04	3.02E+04
c3042399-3041074	4.29E+04	3.57E+04	5.44E+04	5.16E+04
c3042399-3041074	5.75E+04	3.70E+04	5.67E+04	4.81E+04
c3042399-3041074	4.61E+04	3.86E+04	6.05E+04	5.46E+04
c3042399-3041074	5.26E+04	3.84E+04	4.82E+04	5.20E+04
c3043764-3042427	8.10E+03	9.41E+03	6.98E+03	7.15E+03
c3043764-3042427	7.19E+03	9.37E+03	6.58E+03	7.46E+03
c3043764-3042427	7.59E+03	9.18E+03	7.23E+03	6.29E+03
c3043764-3042427	7.79E+03	1.02E+04	7.40E+03	8.18E+03
c3044193-3043993	1.63E+03	1.17E+03	1.78E+03	1.69E+03
c3044193-3043993	1.27E+03	1.08E+03	1.89E+03	1.60E+03
c3044193-3043993	1.54E+03	1.12E+03	1.68E+03	1.77E+03
c3044193-3043993	1.52E+03	1.13E+03	2.11E+03	1.86E+03
c3045127-3044195	2.80E+02	2.04E+02	4.67E+02	2.69E+02
c3045127-3044195	2.15E+02	2.24E+02	1.33E+02	2.02E+02
c3045127-3044195	1.43E+02	2.17E+02	8.66E+01	1.50E+02
c3045127-3044195	2.25E+02	2.37E+02	2.08E+02	1.99E+02
c3046104-3045172	1.74E+02	1.62E+02	4.38E+02	2.34E+02
c3046104-3045172	2.41E+02	1.47E+02	8.35E+01	1.40E+02
c3046104-3045172	2.33E+02	2.57E+02	3.34E+02	3.75E+02
c3046104-3045172	2.30E+02	1.20E+02	2.47E+02	2.29E+02
c3047448-3046159	1.88E+04	1.41E+04	2.58E+04	2.56E+04
c3047448-3046159	2.36E+04	1.64E+04	2.24E+04	2.45E+04
c3047448-3046159	2.41E+04	1.57E+04	2.27E+04	2.42E+04
c3047448-3046159	2.18E+04	1.54E+04	2.19E+04	2.41E+04
c3048169-3047477	9.18E+03	6.80E+03	8.25E+03	9.43E+03
c3048169-3047477	8.90E+03	6.16E+03	9.00E+03	9.73E+03
c3048169-3047477	8.55E+03	8.12E+03	8.34E+03	9.45E+03
c3048169-3047477	8.78E+03	6.04E+03	8.45E+03	8.58E+03
c3048945-3048184	7.10E+03	7.20E+03	7.20E+03	6.86E+03
c3048945-3048184	6.60E+03	7.21E+03	7.30E+03	7.08E+03
c3048945-3048184	6.47E+03	7.21E+03	7.57E+03	6.59E+03
c3048945-3048184	6.29E+03	7.48E+03	7.85E+03	6.99E+03
c3049403-3048942	5.39E+03	4.60E+03	5.21E+03	5.59E+03
c3049403-3048942	5.06E+03	5.01E+03	5.26E+03	5.16E+03
c3049403-3048942	5.59E+03	5.73E+03	5.36E+03	5.74E+03
c3049403-3048942	5.21E+03	5.06E+03	4.88E+03	5.15E+03
c3049688-3049425	1.12E+04	7.54E+03	9.78E+03	1.10E+04
c3049688-3049425	1.01E+04	7.44E+03	8.87E+03	1.08E+04
c3049688-3049425	1.01E+04	7.19E+03	8.66E+03	1.05E+04
c3049688-3049425	9.83E+03	7.26E+03	9.18E+03	1.06E+04
c3050565-3049792	1.57E+02	1.73E+02	1.67E+02	1.54E+02
c3050565-3049792	1.64E+02	1.27E+02	1.54E+02	1.01E+02
c3050565-3049792	1.79E+02	1.39E+02	8.00E+01	9.14E+01
c3050565-3049792	2.20E+02	2.34E+02	7.49E+02	1.59E+02
c3051379-3050657	2.99E+02	1.69E+02	2.14E+02	2.52E+02
c3051379-3050657	3.59E+02	3.44E+02	8.47E+02	1.97E+02
c3051379-3050657	3.53E+02	2.79E+02	5.86E+02	3.09E+02
c3051379-3050657	2.39E+02	2.09E+02	3.25E+02	2.21E+02
c3052249-3051404	1.88E+03	1.23E+03	2.33E+03	1.97E+03
c3052249-3051404	1.84E+03	1.12E+03	2.23E+03	1.71E+03
c3052249-3051404	1.40E+03	1.29E+03	2.02E+03	2.12E+03
c3052249-3051404	2.17E+03	1.16E+03	1.92E+03	1.78E+03
c3053840-3052566	1.71E+03	1.43E+03	2.05E+03	1.87E+03
c3053840-3052566	1.54E+03	1.51E+03	1.94E+03	1.52E+03
c3053840-3052566	1.73E+03	1.62E+03	1.80E+03	1.78E+03
c3053840-3052566	1.28E+03	1.46E+03	1.97E+03	1.74E+03
c3055283-3054123	4.02E+04	3.96E+04	4.27E+04	3.60E+04
c3055283-3054123	3.91E+04	4.04E+04	4.20E+04	3.74E+04
c3055283-3054123	3.49E+04	4.07E+04	5.05E+04	3.87E+04
c3055283-3054123	3.94E+04	4.09E+04	4.44E+04	4.30E+04
c3055823-3055470	9.83E+03	8.45E+03	7.08E+03	1.32E+04
c3055823-3055470	1.41E+04	1.01E+04	1.63E+04	1.41E+04
c3055823-3055470	1.26E+04	9.03E+03	1.58E+04	1.37E+04
c3055823-3055470	1.29E+04	8.82E+03	1.80E+04	1.50E+04
c3056596-3055922	1.16E+04	8.57E+03	1.13E+04	1.25E+04
c3056596-3055922	1.08E+04	9.72E+03	1.30E+04	1.28E+04
c3056596-3055922	1.28E+04	9.40E+03	1.17E+04	1.17E+04
c3056596-3055922	1.17E+04	9.48E+03	1.28E+04	1.29E+04
c3057299-3056601	3.82E+03	3.74E+03	3.06E+03	3.20E+03
c3057299-3056601	3.68E+03	4.15E+03	3.05E+03	3.01E+03
c3057299-3056601	2.90E+03	3.75E+03	3.47E+03	3.01E+03
c3057299-3056601	3.43E+03	4.13E+03	3.81E+03	2.86E+03
c3058062-3057322	2.56E+03	2.26E+03	2.31E+03	2.65E+03
c3058062-3057322	2.70E+03	2.32E+03	2.45E+03	2.14E+03
c3058062-3057322	2.97E+03	2.43E+03	2.81E+03	2.43E+03
c3058062-3057322	2.56E+03	2.02E+03	2.55E+03	1.98E+03
c3059561-3058332	2.61E+04	2.58E+04	3.31E+04	2.93E+04
c3059561-3058332	2.53E+04	2.65E+04	2.85E+04	2.87E+04
c3059561-3058332	2.39E+04	2.78E+04	2.84E+04	2.56E+04
c3059561-3058332	2.01E+04	2.50E+04	2.83E+04	2.75E+04
c3060706-3059576	9.29E+04	7.11E+04	1.24E+05	1.20E+05
c3060706-3059576	1.01E+05	7.03E+04	1.30E+05	1.24E+05
c3060706-3059576	9.69E+04	6.74E+04	1.28E+05	1.19E+05
c3060706-3059576	9.60E+04	7.05E+04	1.23E+05	1.21E+05
c3062113-3060758	4.43E+04	3.91E+04	7.62E+04	7.57E+04
c3062113-3060758	5.10E+04	4.26E+04	7.22E+04	7.27E+04
c3062113-3060758	5.24E+04	4.19E+04	9.14E+04	7.76E+04
c3062113-3060758	5.08E+04	4.23E+04	7.39E+04	7.37E+04
c3063100-3062132	1.36E+04	1.55E+04	1.53E+04	1.41E+04
c3063100-3062132	1.21E+04	1.55E+04	1.58E+04	1.51E+04
c3063100-3062132	1.52E+04	1.67E+04	1.60E+04	1.48E+04
c3063100-3062132	1.34E+04	1.66E+04	1.57E+04	1.73E+04
c3064514-3063141	2.14E+04	2.10E+04	2.23E+04	2.57E+04
c3064514-3063141	2.52E+04	2.08E+04	2.26E+04	2.68E+04
c3064514-3063141	2.41E+04	2.11E+04	2.29E+04	2.67E+04
c3064514-3063141	2.74E+04	2.26E+04	2.12E+04	2.53E+04
c3066660-3064681	5.08E+02	3.56E+02	1.06E+02	4.28E+02
c3066660-3064681	5.38E+02	3.30E+02	2.81E+02	2.61E+02
c3066660-3064681	4.77E+02	3.74E+02	3.06E+02	4.42E+02
c3066660-3064681	5.09E+02	3.70E+02	3.59E+02	3.42E+02
c3067019-3066672	6.39E+01	9.76E+01	8.13E+01	6.70E+01
c3067019-3066672	8.20E+01	8.76E+01	8.24E+01	6.73E+01
c3067019-3066672	7.19E+01	8.73E+01	8.38E+01	6.80E+01
c3067019-3066672	1.84E+02	1.69E+02	2.14E+02	1.38E+02
c3068435-3067500	4.46E+03	6.25E+03	6.52E+03	5.18E+03
c3068435-3067500	6.14E+03	7.42E+03	5.59E+03	4.55E+03
c3068435-3067500	6.04E+03	6.32E+03	5.42E+03	5.43E+03
c3068435-3067500	5.71E+03	6.21E+03	5.40E+03	5.29E+03
c3069211-3068465	6.60E+03	7.83E+03	6.35E+03	6.01E+03
c3069211-3068465	6.86E+03	8.94E+03	7.21E+03	5.94E+03
c3069211-3068465	6.94E+03	9.17E+03	6.94E+03	5.74E+03
c3069211-3068465	6.44E+03	7.82E+03	6.20E+03	5.79E+03
c3070906-3069605	5.65E+03	4.66E+03	5.34E+03	5.01E+03
c3070906-3069605	5.20E+03	3.90E+03	5.27E+03	5.01E+03
c3070906-3069605	5.46E+03	4.03E+03	4.91E+03	5.78E+03
c3070906-3069605	5.46E+03	3.90E+03	5.09E+03	5.02E+03
c3072171-3070906	4.94E+03	5.78E+03	6.59E+03	5.64E+03
c3072171-3070906	6.56E+03	5.57E+03	7.53E+03	6.37E+03
c3072171-3070906	7.49E+03	6.22E+03	7.44E+03	6.32E+03
c3072171-3070906	6.88E+03	6.45E+03	7.21E+03	6.32E+03
c3076341-3074062	9.53E+03	6.75E+03	8.94E+03	9.76E+03
c3076341-3074062	9.86E+03	6.46E+03	9.17E+03	9.11E+03
c3076341-3074062	1.00E+04	6.77E+03	7.58E+03	9.74E+03
c3076341-3074062	9.36E+03	7.23E+03	8.82E+03	9.93E+03
c3078066-3076612	2.92E+04	1.70E+04	2.60E+04	2.43E+04
c3078066-3076612	2.74E+04	1.91E+04	2.78E+04	2.68E+04
c3078066-3076612	2.09E+04	1.87E+04	2.83E+04	2.55E+04
c3078066-3076612	2.48E+04	1.86E+04	2.67E+04	2.49E+04
c3079803-3079312	5.83E+04	5.45E+04	8.10E+04	6.28E+04
c3079803-3079312	5.51E+04	5.44E+04	7.29E+04	6.50E+04
c3079803-3079312	4.73E+04	5.63E+04	7.30E+04	7.05E+04
c3079803-3079312	6.37E+04	5.40E+04	8.03E+04	6.53E+04
c3081384-3079813	3.75E+04	3.70E+04	3.79E+04	3.44E+04
c3081384-3079813	3.13E+04	4.04E+04	3.82E+04	3.86E+04
c3081384-3079813	3.51E+04	3.72E+04	4.37E+04	3.86E+04
c3081384-3079813	3.35E+04	3.21E+04	4.19E+04	3.82E+04
c3082529-3081687	1.50E+04	1.42E+04	1.62E+04	1.34E+04
c3082529-3081687	1.54E+04	1.45E+04	1.65E+04	1.48E+04
c3082529-3081687	1.51E+04	1.50E+04	1.71E+04	1.45E+04
c3082529-3081687	1.53E+04	1.57E+04	1.77E+04	1.53E+04
c3084832-3082790	4.74E+04	4.07E+04	5.29E+04	4.77E+04
c3084832-3082790	4.70E+04	4.42E+04	5.20E+04	5.21E+04
c3084832-3082790	4.83E+04	4.04E+04	5.87E+04	5.29E+04
c3084832-3082790	4.78E+04	4.25E+04	5.42E+04	5.46E+04
c3085955-3084984	2.90E+04	5.84E+04	4.11E+04	3.64E+04
c3085955-3084984	3.81E+04	6.07E+04	3.92E+04	3.16E+04
c3085955-3084984	3.57E+04	5.54E+04	3.98E+04	3.50E+04
c3085955-3084984	3.20E+04	5.48E+04	3.90E+04	3.48E+04
c3086933-3085956	4.21E+04	3.32E+04	4.17E+04	3.61E+04
c3086933-3085956	3.49E+04	3.90E+04	4.39E+04	4.02E+04
c3086933-3085956	4.08E+04	3.99E+04	4.12E+04	3.52E+04
c3086933-3085956	3.89E+04	3.85E+04	4.52E+04	4.38E+04
c3091709-3090807	8.26E+03	6.93E+03	7.98E+03	8.65E+03
c3091709-3090807	7.41E+03	6.38E+03	8.35E+03	8.91E+03
c3091709-3090807	7.78E+03	6.46E+03	9.50E+03	8.89E+03
c3091709-3090807	7.63E+03	8.10E+03	9.23E+03	9.54E+03
c3102224-3098685	1.88E+05	1.69E+05	2.42E+05	2.38E+05
c3102224-3098685	2.17E+05	1.65E+05	2.73E+05	2.14E+05
c3102224-3098685	2.23E+05	1.72E+05	2.39E+05	2.23E+05
c3102224-3098685	2.08E+05	1.62E+05	2.45E+05	2.34E+05
c3103311-3102742	9.80E+04	6.50E+04	8.72E+04	1.01E+05
c3103311-3102742	9.11E+04	6.24E+04	8.61E+04	1.03E+05
c3103311-3102742	9.94E+04	6.09E+04	9.53E+04	1.02E+05
c3103311-3102742	1.00E+05	6.58E+04	9.51E+04	9.65E+04
c3103997-3103383	2.60E+04	2.14E+04	4.11E+04	4.70E+04
c3103997-3103383	2.84E+04	1.90E+04	3.61E+04	3.84E+04
c3103997-3103383	3.07E+04	2.04E+04	3.57E+04	3.82E+04
c3103997-3103383	2.87E+04	1.78E+04	3.60E+04	4.30E+04
c3105768-3103999	6.99E+03	8.55E+03	8.83E+03	7.66E+03
c3105768-3103999	6.60E+03	8.86E+03	7.91E+03	7.39E+03
c3105768-3103999	7.44E+03	8.16E+03	7.80E+03	7.16E+03
c3105768-3103999	7.29E+03	7.98E+03	8.44E+03	7.43E+03
c3106275-3105805	3.29E+02	2.60E+02	2.72E+02	3.50E+02
c3106275-3105805	2.49E+02	1.59E+02	2.74E+02	2.74E+02
c3106275-3105805	4.11E+02	2.11E+02	2.88E+02	3.96E+02
c3106275-3105805	3.54E+02	2.18E+02	2.40E+02	2.70E+02
c3107589-3107368	5.57E+03	3.84E+03	6.30E+03	6.02E+03
c3107589-3107368	5.15E+03	3.69E+03	5.31E+03	6.46E+03
c3107589-3107368	6.07E+03	3.77E+03	5.53E+03	6.37E+03
c3107589-3107368	5.90E+03	4.15E+03	6.17E+03	6.22E+03
c3108899-3107673	2.09E+04	1.57E+04	2.00E+04	2.22E+04
c3108899-3107673	1.90E+04	1.50E+04	1.97E+04	2.21E+04
c3108899-3107673	2.13E+04	1.66E+04	2.06E+04	2.27E+04
c3108899-3107673	2.16E+04	1.69E+04	1.91E+04	2.17E+04
c3109893-3108961	1.12E+04	7.30E+03	9.00E+03	9.44E+03
c3109893-3108961	7.67E+03	7.68E+03	8.67E+03	9.46E+03
c3109893-3108961	8.63E+03	6.95E+03	8.95E+03	9.28E+03
c3109893-3108961	9.92E+03	7.76E+03	9.25E+03	9.50E+03
c3110509-3109982	6.48E+03	5.86E+03	4.89E+03	5.46E+03
c3110509-3109982	6.24E+03	5.58E+03	5.07E+03	5.72E+03
c3110509-3109982	5.98E+03	5.37E+03	5.05E+03	5.18E+03
c3110509-3109982	6.05E+03	5.35E+03	5.97E+03	4.77E+03
c3113108-3111900	2.10E+04	2.27E+04	2.50E+04	2.40E+04
c3113108-3111900	2.33E+04	2.30E+04	2.54E+04	2.38E+04
c3113108-3111900	2.06E+04	2.10E+04	2.29E+04	2.24E+04
c3113108-3111900	2.26E+04	2.41E+04	2.74E+04	2.34E+04
c3113658-3113269	1.58E+04	1.19E+04	1.75E+04	2.11E+04
c3113658-3113269	1.73E+04	1.15E+04	1.77E+04	2.06E+04
c3113658-3113269	1.41E+04	1.09E+04	1.93E+04	2.09E+04
c3113658-3113269	1.55E+04	1.07E+04	1.78E+04	2.08E+04
c3114772-3113762	1.12E+04	1.07E+04	1.24E+04	1.10E+04
c3114772-3113762	9.27E+03	1.04E+04	1.23E+04	1.17E+04
c3114772-3113762	9.51E+03	1.01E+04	1.21E+04	1.13E+04
c3114772-3113762	9.82E+03	1.14E+04	1.18E+04	1.15E+04
c3116401-3115211	6.52E+03	5.07E+03	7.75E+03	8.34E+03
c3116401-3115211	6.84E+03	5.06E+03	7.85E+03	7.78E+03
c3116401-3115211	6.19E+03	5.02E+03	8.76E+03	7.72E+03
c3116401-3115211	6.12E+03	4.95E+03	6.94E+03	7.66E+03
c3117803-3116682	2.43E+03	1.70E+03	3.46E+03	2.81E+03
c3117803-3116682	2.25E+03	1.85E+03	2.97E+03	2.70E+03
c3117803-3116682	2.10E+03	1.84E+03	2.96E+03	3.04E+03
c3117803-3116682	2.59E+03	2.12E+03	3.22E+03	2.63E+03
c3118349-3117864	2.68E+02	1.65E+02	2.60E+02	1.35E+02
c3118349-3117864	2.37E+02	1.72E+02	1.18E+02	1.68E+02
c3118349-3117864	3.52E+02	2.13E+02	2.12E+02	1.76E+02
c3118349-3117864	1.46E+02	1.92E+02	2.89E+02	8.60E+01
c3119019-3118351	3.56E+02	2.32E+02	3.08E+02	3.24E+02
c3119019-3118351	3.41E+02	2.34E+02	5.87E+02	3.75E+02
c3119019-3118351	3.34E+02	2.17E+02	3.05E+02	1.88E+02
c3119019-3118351	2.96E+02	2.09E+02	1.68E+02	2.03E+02
c3122850-3121663	1.28E+04	1.20E+04	1.27E+04	1.21E+04
c3122850-3121663	1.35E+04	1.23E+04	1.24E+04	1.10E+04
c3122850-3121663	1.24E+04	1.23E+04	1.19E+04	1.11E+04
c3122850-3121663	1.20E+04	1.12E+04	1.15E+04	1.24E+04
c3124335-3123052	8.95E+02	1.03E+03	1.10E+03	9.42E+02
c3124335-3123052	9.95E+02	9.84E+02	1.25E+03	1.07E+03
c3124335-3123052	1.18E+03	1.08E+03	1.33E+03	9.05E+02
c3124335-3123052	1.07E+03	9.84E+02	1.02E+03	9.60E+02
c3125117-3124464	4.24E+03	2.83E+03	4.01E+03	3.98E+03
c3125117-3124464	4.07E+03	2.76E+03	4.60E+03	4.03E+03
c3125117-3124464	4.05E+03	2.86E+03	3.51E+03	4.27E+03
c3125117-3124464	3.98E+03	2.78E+03	4.19E+03	4.15E+03
c3130552-3128684	4.43E+02	2.86E+02	2.66E+02	3.42E+02
c3130552-3128684	4.64E+02	3.84E+02	3.89E+02	4.71E+02
c3130552-3128684	4.06E+02	2.42E+02	2.45E+02	5.02E+02
c3130552-3128684	3.79E+02	3.72E+02	5.33E+02	3.67E+02
c3132002-3130785	1.72E+02	1.66E+02	3.22E+02	8.24E+01
c3132002-3130785	1.99E+02	2.13E+02	1.28E+02	2.98E+02
c3132002-3130785	2.42E+02	1.54E+02	1.41E+02	1.39E+02
c3132002-3130785	1.87E+02	1.65E+02	9.10E+01	1.78E+02
c3133065-3132202	2.76E+03	2.27E+03	4.25E+03	4.08E+03
c3133065-3132202	2.37E+03	1.85E+03	4.24E+03	4.37E+03
c3133065-3132202	3.08E+03	1.85E+03	4.07E+03	4.66E+03
c3133065-3132202	2.93E+03	2.16E+03	4.43E+03	4.31E+03
c3135069-3133147	2.15E+02	1.27E+02	2.87E+02	1.61E+02
c3135069-3133147	2.27E+02	9.19E+01	2.27E+02	2.02E+02
c3135069-3133147	1.71E+02	1.16E+02	2.82E+02	1.49E+02
c3135069-3133147	2.69E+02	1.85E+02	3.07E+02	2.37E+02
c3135996-3135148	1.82E+02	7.56E+01	9.05E+01	1.51E+02
c3135996-3135148	8.13E+01	3.95E+01	2.41E+02	1.48E+02
c3135996-3135148	5.57E+01	1.24E+02	4.42E+02	6.98E+01
c3135996-3135148	1.02E+02	9.90E+01	8.11E+01	8.30E+01
c3138361-3137498	2.50E+03	2.01E+03	3.31E+03	3.72E+03
c3138361-3137498	2.60E+03	1.96E+03	3.14E+03	3.16E+03
c3138361-3137498	2.77E+03	1.99E+03	3.07E+03	2.84E+03
c3138361-3137498	2.73E+03	1.85E+03	2.81E+03	3.36E+03
c3140477-3138516	1.42E+05	9.35E+04	1.39E+05	1.39E+05
c3140477-3138516	1.41E+05	1.03E+05	1.48E+05	1.36E+05
c3140477-3138516	1.31E+05	1.03E+05	1.33E+05	1.39E+05
c3140477-3138516	1.37E+05	9.22E+04	1.49E+05	1.40E+05
c3141575-3140562	4.04E+04	4.42E+04	4.58E+04	3.97E+04
c3141575-3140562	3.63E+04	3.96E+04	4.72E+04	3.82E+04
c3141575-3140562	4.08E+04	3.90E+04	4.72E+04	4.50E+04
c3141575-3140562	3.83E+04	3.59E+04	4.83E+04	4.31E+04
c3142474-3141599	3.42E+04	3.23E+04	3.11E+04	3.05E+04
c3142474-3141599	3.21E+04	3.19E+04	3.48E+04	2.99E+04
c3142474-3141599	2.95E+04	3.05E+04	3.17E+04	2.93E+04
c3142474-3141599	3.07E+04	3.21E+04	3.04E+04	3.14E+04
c3142986-3142666	1.46E+04	1.06E+04	1.37E+04	1.59E+04
c3142986-3142666	1.42E+04	1.09E+04	1.48E+04	1.64E+04
c3142986-3142666	1.51E+04	1.10E+04	1.32E+04	1.71E+04
c3142986-3142666	1.47E+04	1.03E+04	1.56E+04	1.52E+04
c3144967-3142976	1.33E+04	1.24E+04	1.59E+04	1.45E+04
c3144967-3142976	1.46E+04	1.28E+04	1.42E+04	1.47E+04
c3144967-3142976	1.51E+04	1.33E+04	1.40E+04	1.47E+04
c3144967-3142976	1.47E+04	1.13E+04	1.47E+04	1.52E+04
c3147633-3145090	3.49E+04	2.48E+04	3.52E+04	3.55E+04
c3147633-3145090	3.49E+04	2.51E+04	3.63E+04	3.53E+04
c3147633-3145090	3.42E+04	2.40E+04	3.64E+04	3.38E+04
c3147633-3145090	3.87E+04	2.36E+04	3.53E+04	3.36E+04
c3157130-3155757	4.25E+03	3.21E+03	4.01E+03	4.09E+03
c3157130-3155757	3.85E+03	3.43E+03	4.41E+03	3.96E+03
c3157130-3155757	4.25E+03	3.28E+03	4.24E+03	4.04E+03
c3157130-3155757	4.09E+03	3.49E+03	4.78E+03	4.27E+03
c3158681-3157359	3.87E+03	4.02E+03	5.14E+03	4.71E+03
c3158681-3157359	5.27E+03	4.18E+03	6.24E+03	5.47E+03
c3158681-3157359	4.97E+03	4.39E+03	5.40E+03	6.03E+03
c3158681-3157359	4.71E+03	4.43E+03	5.44E+03	5.19E+03
c3159378-3158674	1.51E+04	1.23E+04	1.30E+04	1.38E+04
c3159378-3158674	1.62E+04	1.36E+04	1.32E+04	1.40E+04
c3159378-3158674	1.55E+04	1.30E+04	1.55E+04	1.39E+04
c3159378-3158674	1.46E+04	1.27E+04	1.47E+04	1.39E+04
c3160625-3159561	3.03E+03	2.35E+03	3.25E+03	3.68E+03
c3160625-3159561	3.03E+03	2.30E+03	3.45E+03	3.08E+03
c3160625-3159561	2.73E+03	2.22E+03	3.86E+03	3.47E+03
c3160625-3159561	2.83E+03	2.81E+03	3.49E+03	3.20E+03
c3161326-3160628	1.41E+04	1.10E+04	1.76E+04	1.85E+04
c3161326-3160628	1.36E+04	1.09E+04	1.81E+04	1.83E+04
c3161326-3160628	1.32E+04	1.03E+04	1.97E+04	1.84E+04
c3161326-3160628	1.36E+04	1.06E+04	1.92E+04	1.90E+04
c3162414-3161317	2.88E+03	3.63E+03	2.88E+03	2.68E+03
c3162414-3161317	2.84E+03	3.68E+03	4.00E+03	2.55E+03
c3162414-3161317	2.59E+03	3.67E+03	3.87E+03	2.58E+03
c3162414-3161317	2.67E+03	3.19E+03	3.17E+03	2.46E+03
c3163981-3162737	1.52E+04	1.59E+04	1.72E+04	1.70E+04
c3163981-3162737	1.47E+04	1.66E+04	1.72E+04	1.62E+04
c3163981-3162737	1.23E+04	1.55E+04	1.65E+04	1.59E+04
c3163981-3162737	1.46E+04	1.56E+04	1.58E+04	1.58E+04
c3166101-3165661	3.26E+04	2.36E+04	3.25E+04	3.69E+04
c3166101-3165661	2.98E+04	2.31E+04	3.30E+04	3.59E+04
c3166101-3165661	3.15E+04	2.27E+04	2.89E+04	3.53E+04
c3166101-3165661	2.99E+04	2.18E+04	3.54E+04	3.35E+04
c3166409-3166116	1.40E+04	1.69E+04	2.10E+04	1.38E+04
c3166409-3166116	1.53E+04	1.73E+04	1.70E+04	1.60E+04
c3166409-3166116	1.69E+04	1.73E+04	1.72E+04	1.53E+04
c3166409-3166116	1.48E+04	1.58E+04	1.52E+04	1.46E+04
c3166853-3166452	1.71E+04	1.30E+04	2.18E+04	2.14E+04
c3166853-3166452	1.27E+04	1.20E+04	1.70E+04	1.86E+04
c3166853-3166452	1.72E+04	1.38E+04	2.28E+04	2.25E+04
c3166853-3166452	1.82E+04	1.45E+04	2.17E+04	1.97E+04
c3173840-3172413	7.65E+03	6.03E+03	8.36E+03	9.08E+03
c3173840-3172413	6.63E+03	6.08E+03	8.58E+03	8.14E+03
c3173840-3172413	8.69E+03	6.42E+03	8.89E+03	8.56E+03
c3173840-3172413	8.42E+03	6.56E+03	9.03E+03	8.30E+03
c3175999-3175193	2.50E+04	2.22E+04	2.54E+04	2.86E+04
c3175999-3175193	2.57E+04	2.00E+04	2.69E+04	2.99E+04
c3175999-3175193	2.58E+04	2.06E+04	2.82E+04	2.76E+04
c3175999-3175193	2.49E+04	2.25E+04	2.61E+04	2.72E+04
c3177245-3176013	1.64E+04	1.85E+04	1.80E+04	1.52E+04
c3177245-3176013	1.42E+04	1.68E+04	1.70E+04	1.43E+04
c3177245-3176013	1.78E+04	1.75E+04	1.71E+04	1.60E+04
c3177245-3176013	1.77E+04	1.85E+04	1.80E+04	1.51E+04
c3179491-3177704	1.20E+05	1.09E+05	1.33E+05	1.20E+05
c3179491-3177704	1.29E+05	1.17E+05	1.27E+05	1.21E+05
c3179491-3177704	1.21E+05	1.10E+05	1.29E+05	1.21E+05
c3179491-3177704	1.23E+05	1.05E+05	1.25E+05	1.24E+05
c3180827-3179565	3.53E+04	3.80E+04	4.39E+04	4.17E+04
c3180827-3179565	3.53E+04	3.14E+04	4.21E+04	3.54E+04
c3180827-3179565	3.97E+04	3.24E+04	4.32E+04	3.89E+04
c3180827-3179565	2.99E+04	3.39E+04	4.48E+04	3.88E+04
c3182376-3180817	3.78E+04	4.38E+04	4.57E+04	4.25E+04
c3182376-3180817	4.04E+04	4.34E+04	4.78E+04	4.01E+04
c3182376-3180817	4.34E+04	4.14E+04	4.77E+04	4.45E+04
c3182376-3180817	4.24E+04	3.99E+04	4.68E+04	4.19E+04
c3183078-3182464	3.32E+04	3.65E+04	3.69E+04	3.33E+04
c3183078-3182464	3.32E+04	3.92E+04	3.78E+04	3.37E+04
c3183078-3182464	2.67E+04	4.28E+04	4.16E+04	3.58E+04
c3183078-3182464	3.62E+04	4.29E+04	3.92E+04	3.73E+04
c3183542-3183093	1.50E+04	1.82E+04	1.94E+04	1.82E+04
c3183542-3183093	1.75E+04	1.91E+04	2.14E+04	1.88E+04
c3183542-3183093	1.81E+04	2.07E+04	2.21E+04	1.86E+04
c3183542-3183093	1.84E+04	2.04E+04	2.08E+04	1.92E+04
c3185774-3183567	1.75E+04	1.97E+04	2.03E+04	1.83E+04
c3185774-3183567	1.85E+04	2.01E+04	1.95E+04	1.80E+04
c3185774-3183567	1.80E+04	2.00E+04	2.01E+04	1.82E+04
c3185774-3183567	1.88E+04	2.05E+04	2.12E+04	1.82E+04
c3186360-3185848	4.21E+04	3.25E+04	5.63E+04	5.26E+04
c3186360-3185848	4.16E+04	3.25E+04	5.43E+04	5.76E+04
c3186360-3185848	5.02E+04	3.46E+04	5.38E+04	5.48E+04
c3186360-3185848	5.14E+04	3.41E+04	5.08E+04	5.41E+04
